customer_id,total_spend,transaction_count,avg_transaction_amount
15130,1251.34,10,125.13
14898,1250.61,6,208.43
10734,1249.47,5,249.89
4191,1249.39,14,89.24
17254,1248.92,13,96.07
4534,1248.4,3,416.13
18524,1246.62,12,103.88
3840,1245.37,10,124.54
14440,1242.93,12,103.58
6931,1241.71,5,248.34
4213,1241.6100000000001,11,112.87
19553,1240.95,3,413.65
3411,1240.86,11,112.81
9617,1237.9299999999998,4,309.48
15729,1235.15,10,123.52
4791,1234.46,9,137.16
3522,1234.3,6,205.72
11446,1233.45,9,137.05
10804,1233.19,8,154.15
10926,1232.3,7,176.04
12313,1232.29,3,410.76
6563,1228.41,9,136.49
11176,1225.17,8,153.15
16432,1224.21,6,204.04
2561,1223.5,6,203.92
9718,1222.8,7,174.69
16095,1222.58,7,174.65
2971,1222.16,8,152.77
2710,1221.6,7,174.51
7230,1219.94,8,152.49
19674,1219.9099999999999,5,243.98
16274,1213.65,10,121.36
13968,1212.8999999999999,9,134.77
9854,1211.92,9,134.66
17347,1208.88,9,134.32
7041,1208.79,5,241.76
17381,1208.69,4,302.17
12139,1208.1200000000001,8,151.02
15245,1206.27,4,301.57
11780,1203.47,3,401.16
18783,1202.38,13,92.49
10043,1198.27,6,199.71
11649,1197.09,5,239.42
11920,1196.1299999999999,6,199.36
1398,1195.02,5,239.0
7018,1191.35,12,99.28
4162,1189.25,12,99.1
16697,1186.6499999999999,5,237.33
13731,1186.52,11,107.87
16487,1185.93,6,197.66
6448,1185.65,4,296.41
8861,1185.23,11,107.75
13345,1183.75,3,394.58
10555,1182.04,3,394.01
5132,1181.76,6,196.96
17979,1179.47,7,168.5
17289,1179.3899999999999,8,147.42
10845,1177.6499999999999,14,84.12
2291,1177.52,5,235.5
6063,1176.1399999999999,11,106.92
3806,1176.1299999999999,12,98.01
294,1175.8000000000002,7,167.97
3177,1175.1100000000001,9,130.57
5317,1174.22,7,167.75
9675,1172.27,6,195.38
17243,1171.57,7,167.37
13350,1171.3799999999999,7,167.34
13716,1169.98,4,292.5
2965,1166.15,6,194.36
19743,1165.57,7,166.51
12213,1164.78,5,232.96
14616,1164.38,16,72.77
6951,1163.46,4,290.86
15029,1160.6399999999999,6,193.44
16635,1158.05,11,105.28
7761,1154.43,13,88.8
4292,1153.89,7,164.84
16469,1153.45,8,144.18
1088,1152.82,6,192.14
10463,1151.25,4,287.81
13722,1149.88,8,143.74
7011,1146.69,7,163.81
7167,1145.99,5,229.2
14131,1144.72,11,104.07
9760,1143.78,5,228.76
17384,1143.02,3,381.01
18515,1142.03,9,126.89
12565,1141.92,12,95.16
18664,1139.39,9,126.6
4167,1139.24,12,94.94
7197,1137.21,10,113.72
17083,1133.3899999999999,12,94.45
18257,1133.0,6,188.83
15195,1132.71,2,566.36
9723,1131.72,9,125.75
12854,1131.62,6,188.6
7003,1131.03,13,87.0
18382,1131.0,10,113.1
13561,1130.65,12,94.22
741,1129.97,11,102.72
8322,1126.84,4,281.71
988,1126.83,8,140.85
3082,1124.96,8,140.62
6704,1124.13,12,93.68
19111,1123.6,11,102.15
253,1123.22,6,187.2
2865,1123.2,8,140.4
12448,1122.22,2,561.11
15977,1120.71,7,160.1
15677,1120.1799999999998,5,224.04
6051,1119.04,6,186.51
4730,1118.99,7,159.86
16940,1118.77,15,74.58
10751,1118.04,6,186.34
5429,1118.04,8,139.76
6803,1117.76,4,279.44
7474,1114.53,6,185.76
7325,1112.24,4,278.06
402,1109.08,7,158.44
6220,1108.47,5,221.69
18965,1104.11,16,69.01
8427,1103.5300000000002,6,183.92
8545,1101.96,11,100.18
11864,1101.54,8,137.69
10473,1101.3500000000001,4,275.34
4146,1101.3,1,1101.3
7870,1099.94,4,274.98
7245,1095.51,7,156.5
8490,1094.08,9,121.56
5305,1093.81,6,182.3
8936,1093.74,8,136.72
8918,1092.84,9,121.43
14911,1092.59,10,109.26
19827,1090.99,11,99.18
16467,1090.84,7,155.83
15849,1090.82,8,136.35
3075,1090.5900000000001,7,155.8
9454,1089.48,2,544.74
6892,1089.25,9,121.03
19222,1088.27,6,181.38
9182,1087.19,12,90.6
10536,1086.4,1,1086.4
19364,1086.1799999999998,9,120.69
4983,1084.3600000000001,7,154.91
2953,1084.22,5,216.84
13176,1083.35,9,120.37
11493,1081.83,5,216.37
6733,1081.6,6,180.27
12004,1080.4099999999999,10,108.04
19100,1079.26,5,215.85
9523,1078.92,4,269.73
7007,1077.57,10,107.76
1865,1076.29,13,82.79
7776,1075.23,10,107.52
8050,1074.81,11,97.71
15517,1074.2,6,179.03
9817,1073.94,6,178.99
11685,1070.9,9,118.99
7591,1070.4,12,89.2
3835,1069.94,3,356.65
12197,1069.8600000000001,8,133.73
8673,1069.8100000000002,2,534.91
17829,1068.27,7,152.61
9086,1067.6200000000001,12,88.97
14856,1067.17,9,118.57
13314,1065.03,7,152.15
4450,1063.93,11,96.72
1772,1063.82,14,75.99
6133,1063.6100000000001,4,265.9
4749,1062.95,7,151.85
7625,1062.47,12,88.54
11254,1062.15,13,81.7
12082,1061.1499999999999,6,176.86
4328,1060.0,13,81.54
612,1058.41,7,151.2
11625,1056.61,8,132.08
1126,1056.22,12,88.02
9101,1055.32,11,95.94
15214,1055.12,5,211.02
5634,1054.57,9,117.17
327,1054.3899999999999,11,95.85
16126,1054.3,9,117.14
7649,1051.2,9,116.8
12528,1051.16,7,150.17
6293,1050.74,8,131.34
3139,1050.34,8,131.29
10294,1049.81,10,104.98
18876,1049.68,2,524.84
9284,1049.26,9,116.58
40,1047.96,13,80.61
13738,1047.52,10,104.75
6003,1047.26,3,349.09
17005,1046.68,2,523.34
9449,1046.35,7,149.48
8979,1045.64,4,261.41
14917,1045.54,7,149.36
3525,1045.49,9,116.17
14227,1044.74,9,116.08
7595,1043.92,10,104.39
12072,1043.6,5,208.72
7110,1043.58,6,173.93
19311,1043.53,6,173.92
5402,1043.49,10,104.35
5946,1043.39,5,208.68
12341,1042.98,4,260.74
3415,1041.79,7,148.83
14665,1041.33,11,94.67
7115,1041.19,4,260.3
971,1040.06,7,148.58
1168,1039.97,7,148.57
5584,1038.0900000000001,4,259.52
15895,1037.88,7,148.27
10365,1037.77,10,103.78
7232,1036.93,5,207.39
2244,1035.98,6,172.66
1633,1035.65,8,129.46
15039,1034.22,8,129.28
12969,1034.1,8,129.26
6144,1033.99,10,103.4
13124,1033.81,4,258.45
16047,1033.15,4,258.29
19415,1033.04,10,103.3
17068,1032.63,11,93.88
19555,1032.27,10,103.23
14115,1031.53,4,257.88
11960,1031.1200000000001,4,257.78
18610,1030.1299999999999,3,343.38
15940,1029.77,10,102.98
15349,1029.46,6,171.58
6013,1028.03,5,205.61
10606,1027.1000000000001,8,128.39
9600,1026.48,11,93.32
13504,1025.87,5,205.17
13222,1025.1,4,256.27
12171,1024.29,6,170.72
5164,1024.22,9,113.8
3530,1024.18,7,146.31
13218,1024.16,10,102.42
3179,1023.5699999999999,9,113.73
12839,1023.55,4,255.89
3360,1021.78,7,145.97
19398,1021.65,6,170.28
5865,1020.92,11,92.81
16946,1020.62,4,255.16
17117,1019.8,8,127.48
9542,1019.5400000000001,6,169.92
10928,1019.53,14,72.82
14439,1019.35,6,169.89
17948,1019.2099999999999,7,145.6
19982,1019.15,4,254.79
6375,1018.9200000000001,3,339.64
9413,1018.8,4,254.7
2226,1017.37,14,72.67
17639,1017.27,4,254.32
10829,1015.65,12,84.64
11842,1014.91,6,169.15
6005,1012.23,4,253.06
14283,1011.87,9,112.43
15316,1011.63,4,252.91
10722,1009.9200000000001,3,336.64
3373,1009.78,7,144.25
6678,1009.62,9,112.18
7335,1008.75,9,112.08
12862,1008.7199999999999,6,168.12
19160,1008.36,7,144.05
12369,1008.25,4,252.06
16160,1007.99,4,252.0
14400,1003.3900000000001,7,143.34
4334,1003.0,7,143.29
5292,1002.65,7,143.24
11347,1001.22,7,143.03
12296,1000.74,1,1000.74
3763,1000.7,8,125.09
19450,999.1800000000001,4,249.8
16246,999.16,9,111.02
10031,998.7,3,332.9
12090,997.4100000000001,5,199.48
7834,996.38,10,99.64
6421,996.06,7,142.29
498,996.04,10,99.6
15833,995.7600000000001,5,199.15
11265,994.51,4,248.63
18334,993.79,5,198.76
11861,992.3,2,496.15
2510,992.2,4,248.05
9848,992.0,4,248.0
15757,990.9699999999999,6,165.16
745,989.98,11,90.0
2571,988.89,7,141.27
4403,988.85,8,123.61
6332,987.11,6,164.52
18957,985.6600000000001,6,164.28
8684,985.62,10,98.56
15731,985.5,6,164.25
17978,983.62,6,163.94
9287,983.61,10,98.36
13751,983.46,13,75.65
14177,983.37,6,163.9
6152,983.3299999999999,4,245.83
19690,981.31,11,89.21
13747,981.24,8,122.66
3609,980.94,7,140.13
10871,980.01,12,81.67
4933,979.9499999999999,11,89.09
2133,979.85,7,139.98
19427,979.47,10,97.95
11606,978.3500000000001,5,195.67
16286,977.65,5,195.53
4413,975.65,11,88.7
16421,975.04,7,139.29
11144,974.85,11,88.62
11628,974.03,7,139.15
13108,973.8299999999999,7,139.12
19341,973.4999999999999,9,108.17
11228,972.36,4,243.09
13210,971.75,2,485.88
12876,970.58,13,74.66
4735,968.71,4,242.18
79,968.37,6,161.4
5922,967.75,6,161.29
644,966.76,6,161.13
8647,966.62,7,138.09
18448,966.33,9,107.37
5668,965.75,7,137.96
3989,965.3299999999999,9,107.26
10139,964.76,13,74.21
18385,964.34,2,482.17
793,964.02,5,192.8
8791,963.5999999999999,6,160.6
2819,963.55,8,120.44
9169,963.03,5,192.61
5813,962.5899999999999,5,192.52
3779,962.4699999999999,9,106.94
261,962.45,2,481.22
10565,962.1800000000001,2,481.09
16967,961.4200000000001,12,80.12
16985,960.8399999999999,8,120.1
15059,960.7199999999999,5,192.14
8560,960.34,5,192.07
8960,960.1800000000001,9,106.69
12511,959.82,11,87.26
11965,959.48,7,137.07
8373,959.41,5,191.88
289,959.12,7,137.02
17572,959.06,6,159.84
3754,958.49,7,136.93
6627,958.06,4,239.52
7648,957.99,6,159.66
13014,957.9399999999999,10,95.79
10973,957.21,2,478.6
19785,956.74,11,86.98
13999,956.06,2,478.03
14301,955.4,7,136.49
19151,954.8199999999999,8,119.35
17055,954.79,13,73.45
17832,954.6500000000001,9,106.07
3116,953.89,10,95.39
18,953.55,8,119.19
1816,953.3299999999999,11,86.67
12647,952.73,9,105.86
4332,952.26,2,476.13
4086,952.13,6,158.69
9109,951.97,12,79.33
14747,951.6,2,475.8
16968,949.84,7,135.69
13987,949.47,9,105.5
4515,948.3499999999999,5,189.67
14383,948.28,3,316.09
3641,947.7,6,157.95
7756,947.4799999999999,4,236.87
17615,947.32,10,94.73
15060,947.09,5,189.42
1427,946.4300000000001,5,189.29
16845,946.1899999999999,4,236.55
6017,946.06,13,72.77
18372,944.91,7,134.99
6824,944.6700000000001,7,134.95
1469,944.37,6,157.4
13230,944.24,4,236.06
16114,943.48,12,78.62
4549,942.93,11,85.72
18180,942.39,8,117.8
4447,941.47,3,313.82
15843,941.36,4,235.34
6216,939.88,4,234.97
5768,939.06,13,72.24
12958,937.96,5,187.59
16116,937.8300000000002,4,234.46
15951,937.81,4,234.45
13895,937.22,4,234.3
10904,936.79,10,93.68
6859,936.66,6,156.11
2306,935.6199999999999,7,133.66
9835,935.2900000000001,4,233.82
3501,933.92,11,84.9
13020,933.88,1,933.88
17588,932.59,9,103.62
5674,931.74,7,133.11
14893,931.7,8,116.46
16772,931.3199999999999,6,155.22
13050,930.92,10,93.09
14145,930.3199999999999,7,132.9
265,930.0799999999999,8,116.26
8114,929.86,7,132.84
5333,928.65,5,185.73
17193,928.48,4,232.12
11796,927.72,5,185.54
18818,926.65,12,77.22
15446,926.02,11,84.18
818,925.6,6,154.27
9493,925.59,5,185.12
17696,925.5899999999999,7,132.23
5963,924.77,12,77.06
2638,924.71,6,154.12
5133,923.88,12,76.99
18392,922.62,5,184.52
9963,922.55,11,83.87
13246,922.38,5,184.48
1460,922.21,9,102.47
15128,921.6899999999999,8,115.21
18933,921.5799999999999,10,92.16
11876,921.4900000000001,4,230.37
17278,920.6,5,184.12
14549,920.42,9,102.27
16949,920.39,7,131.48
18012,919.7299999999999,3,306.58
13671,917.1899999999999,4,229.3
769,916.1800000000001,6,152.7
11502,916.13,9,101.79
17304,915.13,10,91.51
14698,914.5400000000001,5,182.91
2121,913.9200000000001,13,70.3
10689,913.44,8,114.18
2749,913.04,11,83.0
1937,912.55,6,152.09
3600,912.23,8,114.03
7444,911.03,7,130.15
2629,910.94,13,70.07
14221,910.84,5,182.17
9471,910.6999999999999,6,151.78
17845,909.72,4,227.43
16174,909.56,10,90.96
19535,908.9200000000001,8,113.62
14869,907.82,7,129.69
9335,907.6800000000001,8,113.46
14271,907.15,2,453.58
9624,906.64,2,453.32
15088,906.34,4,226.58
8240,906.02,3,302.01
13328,905.75,4,226.44
6792,905.54,8,113.19
15502,905.4000000000001,7,129.34
314,904.43,4,226.11
14043,904.3299999999999,6,150.72
7963,903.99,8,113.0
18471,903.9,10,90.39
17929,903.9,3,301.3
16863,903.84,8,112.98
14783,903.6700000000001,5,180.73
10220,903.45,7,129.06
15795,903.22,6,150.54
1344,902.61,8,112.83
3391,901.53,7,128.79
4109,901.19,10,90.12
3586,900.03,6,150.0
17222,899.91,7,128.56
15597,899.5699999999999,2,449.78
15784,899.5699999999999,6,149.93
11747,899.49,9,99.94
6025,898.97,11,81.72
8031,898.8299999999999,8,112.35
2960,897.39,7,128.2
14634,897.36,7,128.19
2807,896.9499999999999,9,99.66
5716,896.75,8,112.09
7825,896.37,7,128.05
17141,896.25,11,81.48
19771,896.22,6,149.37
14732,894.72,6,149.12
6537,894.27,6,149.04
10770,893.99,5,178.8
10392,893.46,9,99.27
9133,893.05,5,178.61
3098,892.17,10,89.22
996,891.8100000000001,6,148.64
18741,891.75,12,74.31
6687,891.58,2,445.79
10081,891.56,8,111.44
16262,890.53,8,111.32
4100,890.45,7,127.21
19401,890.2800000000001,6,148.38
6201,890.26,3,296.75
18138,889.73,12,74.14
17242,889.33,7,127.05
3930,888.73,9,98.75
11618,888.1899999999999,4,222.05
16184,887.8,3,295.93
15414,886.95,12,73.91
3871,886.9499999999999,3,295.65
1106,886.86,7,126.69
8953,886.72,6,147.79
4388,886.51,6,147.75
17551,886.2,7,126.6
5998,884.99,7,126.43
16598,884.66,4,221.16
4800,884.36,12,73.7
14662,884.3,9,98.26
2645,884.0699999999999,6,147.34
18107,883.55,4,220.89
11185,883.33,8,110.42
14315,882.68,9,98.08
2345,882.04,12,73.5
11576,881.27,5,176.25
7420,881.27,9,97.92
16464,880.99,8,110.12
2624,880.6899999999999,5,176.14
17705,880.19,10,88.02
15444,880.03,13,67.69
7682,879.82,2,439.91
7606,879.6700000000001,8,109.96
7507,878.33,6,146.39
8399,877.97,9,97.55
198,877.96,1,877.96
12624,877.91,4,219.48
14847,877.72,5,175.54
17052,877.51,14,62.68
16603,877.1800000000001,5,175.44
8952,876.54,6,146.09
6417,876.5,8,109.56
17759,875.69,5,175.14
14960,875.54,9,97.28
17903,875.3900000000001,6,145.9
11044,875.28,5,175.06
2428,874.64,6,145.77
11126,873.34,8,109.17
19487,872.75,2,436.38
12491,871.9300000000001,6,145.32
9494,871.9,7,124.56
14874,871.51,5,174.3
13842,870.9399999999999,4,217.74
10270,870.92,3,290.31
15493,870.8100000000001,4,217.7
15106,870.74,7,124.39
15756,870.59,11,79.14
382,869.7800000000001,8,108.72
4493,869.59,13,66.89
13199,869.5899999999999,4,217.4
316,869.53,5,173.91
6509,869.29,10,86.93
2265,869.1500000000001,7,124.16
9492,868.73,7,124.1
14107,868.45,6,144.74
12780,868.09,6,144.68
11511,867.98,3,289.33
8568,867.96,8,108.5
2992,867.8499999999999,4,216.96
4354,867.73,13,66.75
17932,866.8399999999999,5,173.37
6865,866.75,14,61.91
7920,866.59,4,216.65
515,866.28,6,144.38
2040,866.1899999999999,9,96.24
10372,866.15,8,108.27
4399,865.6,5,173.12
17,865.54,5,173.11
11253,864.79,9,96.09
13356,864.75,5,172.95
482,864.4300000000001,6,144.07
6437,864.3,7,123.47
19882,864.04,7,123.43
4001,863.99,3,288.0
12124,863.0600000000001,9,95.9
8216,863.05,4,215.76
161,862.8399999999999,3,287.61
1872,862.19,5,172.44
15835,861.9,8,107.74
4141,861.83,7,123.12
18129,860.9100000000001,14,61.49
9450,860.82,5,172.16
487,860.56,6,143.43
13170,860.33,7,122.9
10409,860.14,8,107.52
11048,859.8,6,143.3
12129,859.34,10,85.93
334,859.2700000000001,12,71.61
4950,859.1199999999999,5,171.82
2081,859.06,15,57.27
9002,858.9699999999999,9,95.44
8598,858.56,8,107.32
17037,858.2800000000001,4,214.57
2519,857.27,5,171.45
19219,857.1,9,95.23
16782,856.55,8,107.07
7163,856.38,8,107.05
17283,856.3,4,214.08
3369,856.23,8,107.03
4772,855.59,10,85.56
8154,855.56,8,106.94
14591,855.56,5,171.11
6932,855.35,9,95.04
12866,853.77,5,170.75
2142,853.5400000000001,12,71.13
2903,853.29,7,121.9
795,853.08,4,213.27
17084,851.32,7,121.62
18573,850.91,9,94.55
16239,850.3199999999999,6,141.72
806,850.27,4,212.57
17097,849.37,7,121.34
13602,849.23,6,141.54
8227,849.0400000000001,6,141.51
14376,848.7100000000002,4,212.18
17492,848.1800000000001,8,106.02
19534,848.11,8,106.01
4032,847.83,5,169.57
18421,847.27,11,77.02
14509,847.26,5,169.45
11895,847.0400000000001,11,77.0
5572,847.03,3,282.34
5374,846.36,3,282.12
475,846.36,10,84.64
3647,845.9399999999999,9,93.99
16809,845.65,13,65.05
18156,845.35,11,76.85
2934,845.2299999999999,7,120.75
18022,844.93,13,64.99
10917,844.83,8,105.6
4840,843.26,3,281.09
11001,843.23,3,281.08
4210,843.22,5,168.64
9530,842.89,8,105.36
14269,842.76,4,210.69
5570,841.9300000000001,8,105.24
14326,841.5899999999999,7,120.23
2284,840.85,5,168.17
5683,840.64,1,840.64
18632,840.55,14,60.04
18399,840.54,3,280.18
19581,839.7900000000001,5,167.96
1602,839.1800000000001,4,209.8
5927,838.5699999999999,7,119.8
4472,838.52,6,139.75
15750,838.35,4,209.59
2752,837.86,9,93.1
14421,837.54,5,167.51
13368,837.1700000000001,10,83.72
1302,837.01,5,167.4
10843,836.89,9,92.99
7013,836.23,8,104.53
16505,836.07,4,209.02
16441,835.6899999999999,3,278.56
3320,834.66,6,139.11
3050,834.23,2,417.12
7149,833.98,13,64.15
6445,833.8800000000001,3,277.96
2481,833.63,7,119.09
14412,833.26,7,119.04
14962,833.19,5,166.64
5294,832.23,7,118.89
653,831.51,8,103.94
8894,831.47,6,138.58
3849,830.7,10,83.07
16069,830.33,7,118.62
18325,829.6800000000001,3,276.56
16310,829.63,7,118.52
3615,829.5600000000001,10,82.96
3264,829.4300000000001,4,207.36
2492,829.43,4,207.36
2671,829.09,10,82.91
13008,829.06,4,207.26
1122,828.99,5,165.8
16369,828.9100000000001,4,207.23
7560,828.89,6,138.15
6906,828.85,10,82.88
16240,828.29,8,103.54
12904,828.22,8,103.53
906,827.95,8,103.49
5901,827.87,5,165.57
14660,827.83,9,91.98
13121,827.77,6,137.96
1454,827.46,6,137.91
8972,827.3399999999999,5,165.47
19909,827.32,7,118.19
15993,826.66,8,103.33
9000,826.6300000000001,6,137.77
16553,826.22,7,118.03
8099,825.75,8,103.22
17375,825.74,8,103.22
12613,825.27,7,117.9
4480,824.98,11,75.0
18813,824.8900000000001,10,82.49
1724,824.7099999999999,5,164.94
18864,824.7,5,164.94
5858,824.66,10,82.47
9749,824.45,9,91.61
17286,823.81,6,137.3
7791,823.5799999999999,4,205.9
9241,823.21,13,63.32
4362,822.52,9,91.39
7313,821.1,11,74.65
13835,820.87,3,273.62
17209,820.71,9,91.19
17728,820.62,9,91.18
8877,820.53,10,82.05
3733,820.48,7,117.21
16448,820.23,6,136.71
11508,819.42,6,136.57
11243,819.33,4,204.83
9181,819.06,4,204.76
10853,818.7,7,116.96
3326,818.29,7,116.9
17469,818.09,9,90.9
1376,817.8199999999999,6,136.3
17518,817.29,4,204.32
19243,816.48,2,408.24
16398,816.43,9,90.71
12956,816.39,9,90.71
1408,816.28,6,136.05
6629,816.27,12,68.02
10880,816.25,7,116.61
3951,815.6099999999999,7,116.52
3777,815.46,7,116.49
9982,815.08,10,81.51
16633,814.7600000000001,4,203.69
2604,814.24,7,116.32
441,813.98,3,271.33
8252,813.92,6,135.65
14659,813.9100000000001,8,101.74
19625,813.25,7,116.18
12788,813.07,7,116.15
16699,813.0,12,67.75
9685,812.99,4,203.25
4934,812.1899999999999,5,162.44
6455,812.15,8,101.52
14752,811.74,13,62.44
9632,811.0500000000001,11,73.73
15571,810.88,9,90.1
18355,810.77,7,115.82
5382,810.5600000000001,8,101.32
11456,810.34,6,135.06
12571,809.03,5,161.81
3394,808.62,7,115.52
2079,808.53,6,134.76
1752,807.93,6,134.66
18940,807.81,7,115.4
4726,806.55,11,73.32
9340,806.54,12,67.21
12419,806.34,7,115.19
15117,806.25,4,201.56
12743,805.99,4,201.5
5896,805.9300000000001,2,402.96
17612,805.7199999999999,3,268.57
17408,805.49,3,268.5
17631,805.27,5,161.05
8425,805.03,4,201.26
18535,804.6999999999999,5,160.94
8416,804.15,9,89.35
8473,803.96,6,133.99
6234,803.79,9,89.31
5391,803.7099999999999,3,267.9
10792,803.4,10,80.34
12717,802.76,5,160.55
7118,802.72,6,133.79
1079,802.62,4,200.66
18717,802.04,4,200.51
16785,801.6700000000001,4,200.42
1651,801.31,6,133.55
1785,801.12,6,133.52
18134,800.95,6,133.49
362,800.1499999999999,5,160.03
5505,800.1,9,88.9
12407,799.86,5,159.97
3033,799.8100000000001,3,266.6
5772,799.73,7,114.25
18380,799.1800000000001,5,159.84
866,798.98,6,133.16
12326,798.6999999999999,7,114.1
18923,798.63,6,133.1
16588,798.23,8,99.78
11235,798.14,3,266.05
5971,798.0,6,133.0
7148,797.1899999999999,5,159.44
