transaction_id,customer_id,amount
367_660,18092,852.64
367_661,18092,41.7
368_662,2811,113.82
368_663,2811,348.51
368_664,2811,28.65
369_665,6192,195.08
369_666,6192,24.33
370_667,8402,154.44
371_668,1808,114.54
372_669,2558,12.97
372_670,2558,150.94
373_671,6885,284.08
373_672,6885,41.7
374_673,13157,40.19
374_674,13157,161.11
374_675,13157,129.46
375_676,12941,76.48
375_677,12941,12.97
376_678,314,763.4
376_679,314,6.45
377_680,4427,27.53
377_681,4427,67.95
377_682,4427,18.25
378_683,13881,55.76
378_684,13881,371.82
379_685,6868,44.8
379_686,6868,41.42
380_687,19749,55.77
381_688,5902,34.18
382_689,19275,114.67
382_690,19275,41.97
383_691,9495,16.73
383_692,9495,77.6
383_693,9495,35.1
384_694,18772,45.01
384_695,18772,52.91
384_696,18772,8.5
384_697,18772,25.45
385_698,10841,11.39
385_699,10841,54.63
385_700,10841,47.24
386_701,15085,114.2
386_702,15085,198.04
387_703,4209,159.66
388_704,10395,184.11
389_705,11893,34.33
390_706,16237,124.96
390_707,16237,84.05
390_708,16237,70.77
391_709,12731,35.1
392_710,3792,88.74
393_711,8155,39.6
394_712,7259,39.06
394_713,7259,40.27
394_714,7259,566.31
394_715,7259,77.6
394_716,7259,63.23
395_717,14358,32.05
396_718,19447,163.12
396_719,19447,12.44
397_720,11941,78.8
397_721,11941,26.35
398_722,4354,73.5
398_723,4354,16.16
399_724,18297,24.28
400_725,19298,39.84
401_726,2256,45.85
401_727,2256,21.77
401_728,2256,35.25
402_729,2766,66.53
403_730,17083,141.42
404_731,14078,118.73
405_732,13055,253.2
406_733,6184,16.73
407_734,9877,29.57
407_735,9877,277.4
407_736,9877,8.79
408_737,3443,17.03
408_738,3443,68.5
409_739,6005,30.61
409_740,6005,120.52
410_741,1810,14.82
410_742,1810,82.08
411_743,2339,10.6
411_744,2339,15.18
412_745,6241,127.26
413_746,223,27.47
413_747,223,10.34
414_748,3635,25.45
415_749,19921,49.13
415_750,19921,77.72
415_751,19921,13.65
416_752,5587,77.6
417_753,16744,185.2
418_754,17624,32.05
419_755,8373,456.84
420_756,11962,43.18
420_757,11962,43.79
421_758,946,128.28
422_759,19425,28.96
422_760,19425,176.9
423_761,9737,92.6
423_762,9737,9.79
423_763,9737,29.44
424_764,1460,112.12
424_765,1460,15.82
424_766,1460,37.35
424_767,1460,47.14
425_768,18138,157.68
425_769,18138,39.58
425_770,18138,107.42
426_771,266,16.49
426_772,266,77.72
427_773,17528,48.07
428_774,7458,10.6
428_775,7458,69.35
429_776,10961,4.15
429_777,10961,44.85
430_778,15136,44.66
431_779,13734,70.59
432_780,11898,319.32
433_781,10356,101.54
434_782,916,24.28
435_783,17200,364.68
436_784,6935,106.51
437_785,2867,41.99
437_786,2867,17.1
438_787,12054,37.23
438_788,12054,80.44
438_789,12054,19.56
438_790,12054,32.47
438_791,12054,33.8
439_792,2528,663.68
440_793,6251,12.72
440_794,6251,32.47
441_795,9067,83.31
441_796,9067,71.02
442_797,5357,6.63
442_798,5357,13.26
443_799,1049,77.26
443_800,1049,109.91
443_801,1049,48.07
443_802,1049,19.58
444_803,7977,40.78
444_804,7977,31.72
444_805,7977,314.06
445_806,8023,34.38
446_807,8217,219.49
447_808,9813,76.63
448_809,9697,75.03
449_810,4218,170.04
449_811,4218,75.92
449_812,4218,110.84
449_813,4218,39.07
449_814,4218,54.68
450_815,8130,59.12
451_816,4278,90.39
452_817,15108,30.82
452_818,15108,70.49
452_819,15108,69.35
453_820,10056,91.6
453_821,10056,28.28
453_822,10056,47.14
454_823,745,206.55
455_824,18374,117.01
456_825,17183,34.38
456_826,17183,39.47
457_827,5091,890.6
458_828,3288,49.91
459_829,15466,49.06
460_830,14297,20.11
461_831,11910,55.39
461_832,11910,262.19
462_833,14769,45.09
462_834,14769,8.85
462_835,14769,62.58
462_836,14769,45.88
463_837,15061,39.42
463_838,15061,32.05
464_839,19980,29.12
465_840,3990,16.94
465_841,3990,83.31
466_842,3428,18.5
466_843,3428,75.09
467_844,2963,533.53
467_845,2963,17.83
467_846,2963,12.41
468_847,8615,19.56
469_848,10816,20.86
470_849,10477,94.32
471_850,1576,5.4
472_851,12717,55.23
473_852,18393,4.96
473_853,18393,163.76
474_854,16024,37.29
475_855,15213,71.27
476_856,3915,5.4
477_857,8936,151.97
477_858,8936,44.65
478_859,4800,35.03
479_860,14500,7.12
479_861,14500,43.04
480_862,19019,53.48
480_863,19019,16.2
481_864,19337,113.55
482_865,17467,100.88
482_866,17467,39.27
482_867,17467,27.21
483_868,10536,1086.4
484_869,16955,8.68
484_870,16955,48.47
485_871,11540,162.78
486_872,18610,890.04
486_873,18610,88.89
487_874,19177,34.22
488_875,15840,77.26
489_876,2691,147.52
490_877,7439,100.05
490_878,7439,19.5
490_879,7439,15.86
491_880,3074,69.16
491_881,3074,298.02
491_882,3074,92.6
492_883,18262,216.93
493_884,7825,54.58
494_885,4730,76.63
494_886,4730,259.7
495_887,555,27.91
495_888,555,34.66
496_889,14291,78.74
496_890,14291,24.28
496_891,14291,253.91
497_892,15295,7.12
498_893,3829,202.62
499_894,7862,50.15
500_895,13979,114.44
501_896,19539,20.11
501_897,19539,69.69
502_898,3498,71.02
502_899,3498,69.16
503_900,9391,37.29
504_901,8262,23.31
504_902,8262,18.25
504_903,8262,52.58
505_904,7349,38.13
506_905,866,12.64
506_906,866,7.35
507_907,8277,27.47
508_908,18331,131.76
508_909,18331,76.6
509_910,11241,138.7
509_911,11241,6.4
510_912,17618,45.09
510_913,17618,8.79
510_914,17618,31.31
511_915,13579,21.09
511_916,13579,52.78
512_917,16982,38.75
513_918,19913,127.33
514_919,17272,77.63
515_920,3466,66.34
516_921,1433,71.16
517_922,9767,244.31
517_923,9767,16.04
518_924,18845,197.84
518_925,18845,36.85
518_926,18845,199.35
519_927,17786,51.2
519_928,17786,111.51
519_929,17786,29.19
520_930,286,372.36
521_931,3428,24.28
522_932,9546,81.13
523_933,3551,5.4
524_934,1242,24.77
524_935,1242,213.96
524_936,1242,36.81
524_937,1242,17.26
525_938,2312,112.18
525_939,2312,106.08
526_940,18801,156.44
527_941,19870,21.77
527_942,19870,19.05
527_943,19870,29.51
528_944,7149,25.17
529_945,8296,33.14
530_946,5885,121.13
531_947,7777,12.94
532_948,69,378.12
532_949,69,44.85
532_950,69,36.86
533_951,12894,76.6
533_952,12894,5.4
534_953,17090,6.96
535_954,6981,6.45
536_955,6865,36.98
536_956,6865,51.2
536_957,6865,117.81
537_958,8911,7.9
538_959,2142,102.29
538_960,2142,194.35
538_961,2142,62.27
539_962,17539,4.78
539_963,17539,225.09
540_964,1820,44.44
541_965,13589,39.06
542_966,2064,88.89
542_967,2064,100.07
543_968,7312,548.53
544_969,17264,33.97
544_970,17264,194.2
545_971,17427,101.73
545_972,17427,117.81
545_973,17427,22.74
546_974,17551,8.79
547_975,15651,13.68
548_976,4531,77.2
548_977,4531,36.42
548_978,4531,173.62
549_979,12552,36.13
550_980,13802,30.13
551_981,15179,26.35
551_982,15179,90.58
551_983,15179,9.39
552_984,10484,68.4
552_985,10484,152.28
553_986,6996,27.53
553_987,6996,426.32
554_988,12285,45.87
554_989,12285,148.83
555_990,11176,20.73
555_991,11176,15.86
555_992,11176,7.41
556_993,12813,91.76
556_994,12813,156.24
557_995,14662,151.5
558_996,11034,38.13
559_997,684,36.68
560_998,3492,198.28
561_999,14259,48.07
561_1000,14259,70.49
562_1001,11747,74.12
563_1002,5915,16.32
563_1003,5915,8.39
564_1004,4022,138.46
564_1005,4022,53.96
565_1006,14412,55.94
566_1007,9455,4.69
567_1008,7309,6.32
567_1009,7309,28.98
567_1010,7309,8.15
568_1011,15410,50.03
568_1012,15410,28.96
568_1013,15410,28.65
569_1014,5486,5.4
569_1015,5486,17.06
570_1016,8669,54.28
571_1017,18493,28.89
571_1018,18493,101.89
572_1019,7786,38.18
572_1020,7786,108.64
573_1021,15475,198.49
573_1022,15475,117.47
574_1023,14066,8.82
574_1024,14066,66.63
575_1025,10905,110.84
576_1026,3492,12.97
576_1027,3492,54.94
576_1028,3492,10.23
577_1029,18421,174.06
577_1030,18421,37.56
578_1031,343,39.71
579_1032,5238,36.86
579_1033,5238,28.79
580_1034,14542,67.39
580_1035,14542,12.72
581_1036,4674,36.42
581_1037,4674,37.01
581_1038,4674,14.22
582_1039,7812,42.11
583_1040,11710,53.67
583_1041,11710,77.31
584_1042,16293,22.16
585_1043,3411,119.34
585_1044,3411,85.09
585_1045,3411,58.44
586_1046,14728,8.15
586_1047,14728,10.34
587_1048,8944,140.29
587_1049,8944,52.42
588_1050,18981,12.55
589_1051,14665,15.01
589_1052,14665,39.07
589_1053,14665,29.4
590_1054,7753,98.92
591_1055,19474,44.2
591_1056,19474,9.39
592_1057,18511,54.94
593_1058,14185,39.07
594_1059,11343,38.07
594_1060,11343,31.71
594_1061,11343,8.85
595_1062,6605,194.83
595_1063,6605,106.94
595_1064,6605,78.93
596_1065,17319,16.5
596_1066,17319,71.02
597_1067,5184,64.11
597_1068,5184,56.49
598_1069,12077,231.63
599_1070,4547,54.41
599_1071,4547,168.18
600_1072,19651,228.42
601_1073,19982,21.48
602_1074,15344,101.54
602_1075,15344,8.38
602_1076,15344,19.56
602_1077,15344,7.07
602_1078,15344,6.63
603_1079,1942,36.68
604_1080,16394,41.42
604_1081,16394,142.26
605_1082,8133,5.63
606_1083,18624,51.63
606_1084,18624,187.57
607_1085,13368,125.26
607_1086,13368,96.63
608_1087,8010,119.89
609_1088,8464,6.54
610_1089,9908,34.22
611_1090,14385,64.11
611_1091,14385,58.99
611_1092,14385,73.56
612_1093,17710,28.17
613_1094,9878,30.82
613_1095,9878,7.22
613_1096,9878,17.6
614_1097,18354,70.3
615_1098,8443,161.6
615_1099,8443,90.58
615_1100,8443,48.61
615_1101,8443,175.5
616_1102,11232,145.82
616_1103,11232,21.08
617_1104,19761,55.02
618_1105,13989,50.15
618_1106,13989,4.69
618_1107,13989,100.05
618_1108,13989,460.24
618_1109,13989,26.35
619_1110,2633,8.79
619_1111,2633,22.16
620_1112,10877,40.69
620_1113,10877,30.44
620_1114,10877,25.45
620_1115,10877,25.94
621_1116,5678,14.02
621_1117,5678,28.57
621_1118,5678,18.98
621_1119,5678,49.17
622_1120,6233,115.24
623_1121,13152,48.51
623_1122,13152,151.02
624_1123,1328,160.11
624_1124,1328,266.12
625_1125,14929,27.91
625_1126,14929,29.29
626_1127,18360,76.48
626_1128,18360,111.42
627_1129,1894,12.49
627_1130,1894,117.99
628_1131,5265,27.53
629_1132,16241,122.23
629_1133,16241,173.62
629_1134,16241,173.62
629_1135,16241,79.52
630_1136,14874,46.46
630_1137,14874,207.01
630_1138,14874,296.64
631_1139,4650,81.98
632_1140,128,95.23
633_1141,17944,31.77
633_1142,17944,54.28
634_1143,7702,75.24
634_1144,7702,30.82
635_1145,1753,55.45
636_1146,2614,8.5
637_1147,5686,321.25
637_1148,5686,157.56
638_1149,19890,261.18
639_1150,7389,45.94
639_1151,7389,59.87
639_1152,7389,22.06
639_1153,7389,20.6
639_1154,7389,53.46
640_1155,16886,87.06
640_1156,16886,189.06
641_1157,7117,588.0
641_1158,7117,277.32
642_1159,8008,116.17
643_1160,11414,128.22
643_1161,11414,9.03
644_1162,8458,70.49
645_1163,10487,195.98
645_1164,10487,142.26
645_1165,10487,116.17
646_1166,2574,81.13
647_1167,2102,56.08
648_1168,2496,15.33
649_1169,13190,25.46
650_1170,14293,183.35
650_1171,14293,42.32
651_1172,10413,115.06
652_1173,14315,106.51
653_1174,19979,25.61
654_1175,2780,12.97
654_1176,2780,24.45
654_1177,2780,16.32
655_1178,3590,18.39
655_1179,3590,17.6
656_1180,17535,58.82
656_1181,17535,147.52
656_1182,17535,22.89
657_1183,13867,146.65
657_1184,13867,195.73
657_1185,13867,202.8
658_1186,16138,27.21
659_1187,6132,222.36
659_1188,6132,5.4
660_1189,15848,144.19
660_1190,15848,50.5
661_1191,6853,94.32
661_1192,6853,17.1
662_1193,1842,12.51
662_1194,1842,186.94
663_1195,5647,48.58
663_1196,5647,56.6
664_1197,10871,55.46
664_1198,10871,96.87
664_1199,10871,6.45
664_1200,10871,11.97
665_1201,3197,31.86
666_1202,436,125.26
666_1203,436,195.21
667_1204,10157,50.5
668_1205,14517,26.37
668_1206,14517,81.14
669_1207,14995,30.12
669_1208,14995,39.06
670_1209,15524,16.16
671_1210,9575,15.33
671_1211,9575,229.32
671_1212,9575,110.04
671_1213,9575,107.15
671_1214,9575,37.17
672_1215,15576,33.91
673_1216,3955,36.17
674_1217,6892,106.94
674_1218,6892,74.95
674_1219,6892,209.99
675_1220,19706,27.68
676_1221,398,457.92
676_1222,398,40.19
676_1223,398,37.65
677_1224,15305,162.78
677_1225,15305,30.44
678_1226,10235,55.29
678_1227,10235,53.48
679_1228,10956,20.11
679_1229,10956,6.96
680_1230,8619,16.32
681_1231,11389,65.48
681_1232,11389,27.21
682_1233,4828,29.51
683_1234,141,67.26
683_1235,141,40.47
683_1236,141,16.16
684_1237,3615,231.31
685_1238,19159,21.77
686_1239,15084,170.17
686_1240,15084,15.33
686_1241,15084,151.12
687_1242,11332,57.76
687_1243,11332,34.84
688_1244,18342,14.32
689_1245,7325,96.38
689_1246,7325,193.88
689_1247,7325,34.02
690_1248,10168,6.4
690_1249,10168,48.47
691_1250,1647,73.7
